Date,High,Low,Open,Close,Volume,Adj Close
2019-06-24,1916.8599853515625,1901.300048828125,1912.6600341796875,1913.9000244140625,2283000,1913.9000244140625
2019-06-25,1916.3900146484375,1872.4200439453125,1911.8399658203125,1878.27001953125,3012300,1878.27001953125
2019-06-26,1903.800048828125,1887.3199462890625,1892.47998046875,1897.8299560546875,2441900,1897.8299560546875
2019-06-27,1911.239990234375,1898.0400390625,1902.0,1904.280029296875,2141700,1904.280029296875
2019-06-28,1912.93994140625,1884.0,1909.0999755859375,1893.6300048828125,3037400,1893.6300048828125
2019-07-01,1929.8199462890625,1914.6600341796875,1922.97998046875,1922.18994140625,3203300,1922.18994140625
2019-07-02,1934.7900390625,1906.6300048828125,1919.3800048828125,1934.31005859375,2645900,1934.31005859375
2019-07-03,1941.5899658203125,1930.5,1935.8900146484375,1939.0,1690300,1939.0
2019-07-05,1945.9000244140625,1925.300048828125,1928.5999755859375,1942.9100341796875,2628400,1942.9100341796875
2019-07-08,1956.0,1928.25,1934.1199951171875,1952.3199462890625,2883400,1952.3199462890625
2019-07-09,1990.010009765625,1943.47998046875,1947.800048828125,1988.300048828125,4345700,1988.300048828125
2019-07-10,2024.93994140625,1995.4000244140625,1996.510009765625,2017.4100341796875,4931900,2017.4100341796875
2019-07-11,2035.800048828125,1995.300048828125,2025.6199951171875,2001.0699462890625,4317800,2001.0699462890625
2019-07-12,2017.0,2003.8699951171875,2008.27001953125,2011.0,2509300,2011.0
2019-07-15,2022.9000244140625,2001.550048828125,2021.4000244140625,2020.989990234375,2981300,2020.989990234375
2019-07-16,2026.3199462890625,2001.219970703125,2010.5799560546875,2009.9000244140625,2618200,2009.9000244140625
2019-07-17,2012.0,1992.030029296875,2007.050048828125,1992.030029296875,2558800,1992.030029296875
2019-07-18,1987.5,1951.550048828125,1980.010009765625,1977.9000244140625,3504300,1977.9000244140625
2019-07-19,1996.0,1962.22998046875,1991.2099609375,1964.52001953125,3185600,1964.52001953125
2019-07-22,1989.0,1958.260009765625,1971.1400146484375,1985.6300048828125,2900000,1985.6300048828125
2019-07-23,1997.7900390625,1973.1300048828125,1995.989990234375,1994.489990234375,2703500,1994.489990234375
2019-07-24,2001.300048828125,1965.8699951171875,1969.300048828125,2000.81005859375,2631300,2000.81005859375
2019-07-25,2001.199951171875,1972.719970703125,2001.0,1973.8199462890625,4136500,1973.8199462890625
2019-07-26,1950.9000244140625,1924.510009765625,1942.0,1943.050048828125,4927100,1943.050048828125
2019-07-29,1932.22998046875,1890.5400390625,1930.0,1912.449951171875,4493200,1912.449951171875
2019-07-30,1909.8900146484375,1883.47998046875,1891.1199951171875,1898.530029296875,2910900,1898.530029296875
2019-07-31,1899.550048828125,1849.43994140625,1898.1099853515625,1866.780029296875,4470700,1866.780029296875
2019-08-01,1897.9200439453125,1844.010009765625,1871.719970703125,1855.3199462890625,4713300,1855.3199462890625
2019-08-02,1846.3599853515625,1808.02001953125,1845.0699462890625,1823.239990234375,4956200,1823.239990234375
2019-08-05,1788.6700439453125,1748.780029296875,1770.219970703125,1765.1300048828125,6058200,1765.1300048828125
2019-08-06,1793.77001953125,1753.4000244140625,1792.22998046875,1787.8299560546875,5070300,1787.8299560546875
2019-08-07,1798.9300537109375,1757.0,1773.989990234375,1793.4000244140625,4526900,1793.4000244140625
2019-08-08,1834.260009765625,1798.1099853515625,1806.0,1832.8900146484375,3701200,1832.8900146484375
2019-08-09,1831.0899658203125,1802.219970703125,1828.949951171875,1807.5799560546875,2879800,1807.5799560546875
2019-08-12,1800.97998046875,1777.0,1795.989990234375,1784.9200439453125,2905500,1784.9200439453125
2019-08-13,1831.739990234375,1780.0,1783.0,1824.3399658203125,3994000,1824.3399658203125
2019-08-14,1795.6500244140625,1757.219970703125,1793.010009765625,1762.9599609375,4893600,1762.9599609375
2019-08-15,1788.0,1761.9599609375,1781.989990234375,1776.1199951171875,3759100,1776.1199951171875
2019-08-16,1802.9100341796875,1784.550048828125,1792.8900146484375,1792.5699462890625,3018000,1792.5699462890625
2019-08-19,1826.0,1812.6099853515625,1818.0799560546875,1816.1199951171875,2816300,1816.1199951171875
2019-08-20,1816.8199462890625,1799.8800048828125,1814.5,1801.3800048828125,1929500,1801.3800048828125
2019-08-21,1829.5799560546875,1815.0,1819.3900146484375,1823.5400390625,2031800,1823.5400390625
2019-08-22,1829.4100341796875,1800.0999755859375,1828.0,1804.6600341796875,2653500,1804.6600341796875
2019-08-23,1804.9000244140625,1745.22998046875,1793.030029296875,1749.6199951171875,5270800,1749.6199951171875
2019-08-26,1770.0,1743.510009765625,1766.9100341796875,1768.8699951171875,3080000,1768.8699951171875
2019-08-27,1779.4000244140625,1746.6800537109375,1775.72998046875,1761.8299560546875,3019700,1761.8299560546875
2019-08-28,1767.8599853515625,1744.050048828125,1755.0,1764.25,2419700,1764.25
2019-08-29,1798.550048828125,1777.25,1783.0,1786.4000244140625,3015100,1786.4000244140625
2019-08-30,1799.739990234375,1764.5699462890625,1797.489990234375,1776.2900390625,3058700,1776.2900390625
2019-09-03,1800.800048828125,1768.0,1770.0,1789.8399658203125,3543000,1789.8399658203125
2019-09-04,1807.6300048828125,1796.22998046875,1805.0,1800.6199951171875,2324100,1800.6199951171875
2019-09-05,1842.0,1815.5799560546875,1821.949951171875,1840.719970703125,3310800,1840.719970703125
2019-09-06,1840.6500244140625,1826.4000244140625,1838.219970703125,1833.510009765625,2496900,1833.510009765625
2019-09-09,1850.0,1824.6099853515625,1841.0,1831.3499755859375,2999500,1831.3499755859375
2019-09-10,1825.81005859375,1805.3399658203125,1822.75,1820.550048828125,2613900,1820.550048828125
2019-09-11,1833.4200439453125,1809.0799560546875,1812.1400146484375,1822.989990234375,2432800,1822.989990234375
2019-09-12,1853.6600341796875,1834.280029296875,1837.6300048828125,1843.550048828125,2823500,1843.550048828125
2019-09-13,1846.1199951171875,1835.1700439453125,1842.010009765625,1839.3399658203125,1951200,1839.3399658203125
